hr,alt_name,ra_ysb,dec_ysb,vmag,bv_color,parallax_ysb,ra_simbad,dec_simbad,parallax_simbad,iau_name,origin,note,source,constellation_common_name,constellation_alt_name,asterism
HR4657,,183.7942,-10.3125,6.11,0.46,0.034,183.79398879166666,-9.687601277777777,44.74,,,,,,,
HR4658,,183.8771,-41.9131,6.26,1.01,0.025,183.87687174871084,-40.086721813072224,8.1853,,,,,,,
HR4659,,183.7854,70.2,5.71,1.19,0.013,183.78538306175,70.20000850484,6.9259,,,,,,,
HR466,,24.4071,-9.4039,6.24,0.53,0.024,24.40710927396,-8.59617791787,22.9702,,,,,,,
HR4660,69Del UMa,183.8567,57.0325,3.31,0.08,0.061,183.85650263625,57.03261544611111,40.51,Megrez,,,,Ursa Major,UMa,big_dipper
HR4661,,183.9458,-23.3536,6.54,0.45,0.016,183.94459875,-22.6460975,14.37,,,,,,,
HR4662,4Gam Crv,183.9517,-17.5419,2.59,-0.11,,183.95154504166666,-16.458069555555554,21.23,Gienah,,,,Corvus,Crv,
HR4663,6    Com,184.0008,14.8989,5.1,0.06,0.026,184.00077736485002,14.89906789566,15.3309,,,,,Coma Berenices,Com,
HR4664,,184.0979,-72.6147,6.22,-0.01,,184.09922519096,-71.38550103425001,8.9087,,,,,,,
HR4665,,183.9225,72.5508,6.29,1.14,,183.92287881734,72.55119671569,6.7059,,,,,,,
HR4666,2    CVn,184.0317,40.6603,5.66,1.55,0.004,184.03145442638,40.66017864422,4.5205,,,,,Canes Venatici,CVn,
HR4667,7    Com,184.0854,23.9453,4.95,0.97,0.006,184.08557639106084,23.9454072756775,13.0861,,,,,Coma Berenices,Com,
HR4668,,184.1254,33.0614,5.0,1.14,0.022,184.12555726713003,33.061508006299995,9.3913,,,,,,,
HR4669,,184.275,-65.6928,6.06,0.03,,184.2762906643,-64.30704034867999,9.4241,,,,,,,
HR467,,23.4133,-78.5047,6.11,0.97,,23.41321285806,-77.49518021326,8.3543,,,,,,,
HR4670,,184.2637,-16.6936,6.05,0.1,,184.26388640358002,-15.30626439906,6.814,,,,,,,
HR4671,Eps Mus,184.3921,-67.9608,4.11,1.58,0.046,184.39281518409334,-66.03926318823721,9.9915,,,,,Musca,Mus,
HR4672,,184.3729,53.1911,5.81,1.3,,184.37333313591,53.19133189697,8.3081,,,,,,,
HR4673,,184.3771,28.9372,5.7,0.16,,184.37739110972916,28.93719190162389,18.9966,,,,,,,
HR4674,Bet Cha,184.5862,-79.3122,4.26,-0.12,,184.58676960730585,-78.68776592583333,10.7116,,,,,Chamaeleon,Cha,
HR4675,,184.4471,-36.0939,6.15,0.01,0.004,184.4469401575,-35.906021343055556,6.66,,,,,,,
HR4676,,184.4346,15.1442,6.34,1.37,,184.43441638043,15.144697212699999,5.2584,,,,,,,
HR4677,,184.5379,-3.9544,6.99,0.36,0.016,184.53838566853,-2.0458634976299996,17.5171,,,,,,,
HR4678,,184.54,-3.9486,6.54,0.33,0.016,184.53988528484,-2.0512192779299996,17.4856,,,,,,,
HR4679,Zet Cru,184.6087,-64.0031,4.04,-0.17,,184.60934197715002,-63.9969146302,9.2402,,,,,Crux,Cru,
HR468,,24.1867,-58.2708,6.18,1.61,,24.18662180515,-57.72901500106,3.7256,,,,,,,
HR4680,,184.6317,30.2492,6.23,0.3,,184.63175032483002,30.249046932680002,16.3714,,,,,,,
HR4681,13    Vir,184.6679,-0.7872,5.9,0.17,,184.66798952647,0.78718431864,8.6971,,,,,Virgo,Vir,
HR4682,,184.7487,-55.1431,5.0,1.59,0.01,184.74900699601,-54.85701955577,6.8899,,,,,,,
HR4683,,184.2142,86.4361,6.33,0.43,0.037,184.21389887357003,86.43581888377,25.016,,,,,,,
HR4684,,184.7587,26.0078,6.48,0.18,,184.75843756301,26.00835016031,11.6932,,,,,,,
HR4685,8    Com,184.8296,23.0347,6.27,0.17,,184.82997078342,23.0346727239,11.8246,,,,,Coma Berenices,Com,
HR4686,,183.8346,87.7,6.28,0.35,,183.83446353562002,87.70011846107,20.6685,,,,,,,
HR4687,,184.7079,75.1606,5.38,-0.02,0.018,184.70827162005003,75.16056071392,10.169,,,,,,,
HR4688,9    Com,184.8733,28.1569,6.33,0.5,0.025,184.8730243321,28.15691792342,20.9039,,,,,Coma Berenices,Com,
HR4689,15Eta Vir,184.9767,-0.6669,3.89,0.02,0.016,184.97642665915,0.66679619811,13.1692,Zaniah,,,,Virgo,Vir,
HR469,52Chi And,24.8375,44.3861,4.98,0.89,0.009,24.837452388369996,44.386174976519996,12.3592,,,,,Andromeda,And,
HR4690,3    CVn,184.9529,48.9842,5.29,1.66,,184.95296081513,48.98414636519,5.1237,,,,,Canes Venatici,CVn,
HR4691,,185.0446,-22.1756,5.97,0.82,0.008,185.04486523166668,-21.824300536388886,8.45,,,,,,,
HR4692,,185.1167,-65.8428,6.21,-0.04,,185.11759053846,-64.15734216521001,10.2784,,,,,,,
HR4693,,185.0821,26.6194,5.54,1.09,,185.08198742285,26.61947940507,20.8032,,,,,,,
HR4694,,185.0737,26.0019,6.15,0.3,0.06,185.07396793035002,26.00187455634,15.1579,,,,,,,
HR4695,16    Vir,185.0875,3.3125,4.96,1.16,-0.002,185.0874224675821,3.312570893611389,9.67,,,,,Virgo,Vir,
HR4696,5Zet Crv,185.1404,-22.2158,5.21,-0.1,,185.14017492944,-21.7840995263,8.4789,,,,,Corvus,Crv,
HR4697,11    Com,185.1792,17.7928,4.74,1.01,,185.17927403996,17.792868753430003,10.1677,,,,,Coma Berenices,Com,
HR4698,,185.1721,27.0547,7.13,0.36,0.008,185.17239026187002,27.05455658148,12.0011,,,,,,,
HR4699,,185.2321,-13.5656,5.14,1.05,0.02,185.23213697166668,-12.43427499111111,16.21,,,,,,,
HR47,,3.3308,-84.9942,5.77,1.72,,3.33175783183,-83.00602281802,3.8517,,,,,,,
HR470,,25.0546,53.8683,6.39,1.61,,25.05458716594,53.86827763864,4.043,,,,,,,
HR4700,Eps Cru,185.34,-60.4011,3.59,1.42,0.026,185.3400338906829,-59.5988518694275,14.1999,Ginan,,,,Crux,Cru,
HR4701,70    UMa,185.2117,57.8639,5.55,1.43,,185.21201173537003,57.86411906194,5.5613,,,,,Ursa Major,UMa,
HR4702,,185.4896,-56.3747,5.92,1.57,,185.48928179755998,-55.62561512554,1.5081,,,,,,,
HR4703,Zet2Mus,185.5304,-67.5219,5.15,0.19,0.007,185.53057938608,-66.47789640999,9.9903,,,,,Musca,Mus,
HR4704,Zet1Mus,185.5496,-68.3075,5.74,1.04,,185.55012052838,-67.69266408999,9.1234,,,,,Musca,Mus,
HR4705,,185.545,24.7739,6.19,-0.01,,185.54511201900002,24.77386623659,9.6251,,,,,,,
HR4706,,185.7054,-57.6761,5.39,-0.1,,185.70596583079,-56.32386975703,9.6087,,,,,,,
HR4707,12    Com,185.6263,25.8461,4.81,0.49,0.014,185.62629746159,25.84615768343,11.4903,,,,,Coma Berenices,Com,
HR4708,17    Vir,185.6333,5.3056,6.4,0.6,0.027,185.63349152349002,5.30544663087,33.341,,,,,Virgo,Vir,
HR4709,,186.4062,-86.1506,6.33,1.08,,186.40930706518998,-85.84938425429,2.858,,,,,,,
HR471,,24.6142,-36.5283,5.94,1.05,,24.61451625828,-35.47174981113,9.7498,,,,,,,
HR4710,,185.8075,-67.6317,6.36,0.89,0.013,185.8078744639746,-66.36845194815973,19.7289,,,,,,,
HR4711,6    Crv,185.84,-24.8406,5.68,1.16,,185.83994862939997,-23.159329598280003,9.5952,,,,,Corvus,Crv,
HR4712,,185.8975,-35.4128,5.32,-0.08,,185.89758135211,-34.58732333365,7.3671,,,,,,,
HR4713,,185.9037,-39.3031,6.4,0.29,,185.90309628275,-38.6976384263,8.4756,,,,,,,
HR4714,,185.9371,-38.9111,5.79,-0.08,,185.9364478601,-37.088621763780004,8.9466,,,,,,,
HR4715,4    CVn,185.9458,42.5428,6.06,0.33,,185.94588365987997,42.54273950785,7.6048,,,,,Canes Venatici,CVn,
HR4716,5    CVn,186.0063,51.5622,4.8,0.87,0.038,186.00622618936,51.562256843549996,8.6643,,,,,Canes Venatici,CVn,
HR4717,13    Com,186.0771,26.0986,5.18,0.08,0.009,186.07728709572,26.098589278829998,11.1318,,,,,Coma Berenices,Com,
HR4718,,186.1862,-41.3842,6.25,1.18,,186.1863304735,-40.61570747926,7.3057,,,,,,,
HR4719,,186.1113,25.5828,6.42,0.27,0.011,186.11167975,25.582406055555555,11.08,,,,,,,
HR472,Alp Eri,24.4287,-57.2367,0.46,-0.16,0.026,24.428522833333336,-56.763247194444446,23.39,Achernar,Arabic,The name was originally Arabic: آخر النهر ʾāẖir an-nahr ('river's end').,,Eridanus,Eri,
HR4720,,186.3221,-65.7706,6.3,0.96,,186.32305081402998,-64.23014499431,20.5238,,,,,,,
HR4721,,186.2854,-42.5144,6.11,0.65,,186.28549209096997,-41.48568709107,19.0734,,,,,,,
HR4722,,186.2988,-11.6103,5.95,0.03,,186.29901882868,-10.38941149797,14.1525,,,,,,,
HR4723,,186.3267,-27.7492,6.09,1.27,,186.32671018489998,-26.25099631313,5.5602,,,,,,,
HR4724,,186.3408,-35.1864,5.73,-0.06,,186.34056059642998,-34.813583745630005,7.1919,,,,,,,
HR4725,,186.3129,23.9261,6.03,1.1,0.007,186.31295178923997,23.92620139161,7.3922,,,,,,,
HR4726,71    UMa,186.2633,56.7775,5.81,1.62,,186.26336747944,56.77782816855,3.8461,,,,,Ursa Major,UMa,
HR4727,,186.2767,63.8028,6.32,0.91,,186.27650587124,63.8027789317,6.2139,,,,,,,
HR4728,6    CVn,186.4621,39.0186,5.02,0.96,0.03,186.46224399352,39.01861564755,13.2662,,,,,Canes Venatici,CVn,
HR4729,,186.6288,-63.1225,4.86,-0.12,,186.62867882836,-62.87776468113,9.3964,,,,,,,
HR473,,24.7158,-21.2753,5.58,0.34,,24.71578563028,-20.7246151366,13.8981,,,,,,,
HR4730,Alp1Cru,186.6496,-63.0992,1.33,-0.24,0.008,186.6495666666667,-62.900908333333334,0.0,Acrux,"""Americanism""","a modern contraction of the Bayer designation, coined in the 19th century, but which entered into common use only by the mid-20th century (< α Crucis)",,,,
HR4731,Alp2Cru,186.6521,-63.0994,1.73,-0.26,0.008,186.65184166666666,-62.90047777777777,0.0,,,,,,,
HR4732,,186.6317,-51.4508,4.82,-0.14,,186.63233351866415,-50.54936418986472,7.3452,,,,,,,
HR4733,14    Com,186.6004,27.2683,4.95,0.27,0.014,186.60026842789,27.26823883518,11.2826,,,,,Coma Berenices,Com,
HR4734,,186.7008,-48.9133,6.26,0.68,0.04,186.7005905922346,-47.086805692845836,37.2211,,,,,,,
HR4735,,186.7154,-32.83,5.55,0.01,,186.71538307103,-31.16987605467,5.7237,,,,,,,
HR4736,,186.8525,-63.7892,6.0,0.07,,186.85344105750997,-62.21101508766,3.9422,,,,,,,
HR4737,15Gam Com,186.7346,28.2683,4.36,1.13,0.003,186.73446876829124,28.268421801423333,19.8641,,,,,Coma Berenices,Com,
HR4738,16    Com,186.7471,26.8256,5.0,0.08,0.024,186.74706789496,26.82570170404,11.9394,,,,,Coma Berenices,Com,
HR4739,,186.8696,-58.9919,5.5,1.45,0.007,186.87031943214,-57.00822899677,6.7917,,,,,,,
HR474,,24.7083,-25.0219,6.7,-0.08,,24.70831113765,-24.97780297922,4.0524,,,,,,,
HR4740,,186.6008,71.9297,6.24,1.06,0.005,186.60079731347003,71.92982770803,7.7679,,,,,,,
HR4741,,186.9254,8.6103,6.37,0.93,,186.92534019547,8.61034369129,5.8461,,,,,,,
HR4742,,186.9558,-16.6319,6.35,0.84,,186.95603037335,-15.3681556396,3.4678,,,,,,,
HR4743,Sig Cen,187.01,-50.2306,3.91,-0.19,,187.00992548273499,-49.76936202550722,7.9249,,,,,Centaurus,Cen,
HR4744,,187.0788,-64.3414,6.04,0.02,,187.08025175545998,-63.65901046237,9.4535,,,,,,,
HR4745,73    UMa,186.8963,55.7128,5.7,1.55,,186.89626251849,55.712723388,7.7807,,,,,Ursa Major,UMa,
HR4746,,186.965,-4.6153,6.22,0.44,,186.9647808464,-3.3847232291,12.5178,,,,,,,
HR4747,,187.1062,-61.7953,6.22,1.26,,187.10701959194,-60.205158248960004,5.9063,,,,,,,
HR4748,,187.0938,-39.0414,5.44,-0.08,,187.09361318544,-38.95883597004,6.6483,,,,,,,
HR4749,,187.1392,-56.4078,6.15,0.92,0.021,187.13997555004002,-55.59218234236111,23.4705,,,,,,,
HR475,105    Psc,24.92,16.4058,5.97,1.12,,24.92007644339,16.405855136139998,8.6602,,,,,Pisces,Psc,
HR4750,,187.1588,26.2267,6.54,0.17,,187.15895892725,26.22695030297,11.6528,,,,,,,
HR4751,,187.1858,25.8992,6.65,0.22,,187.18568761978,25.89932164478,13.9752,,,,,,,
HR4752,17    Com,187.2279,25.9128,5.29,-0.05,0.021,187.22792600277,25.912851614759997,12.9991,,,,,Coma Berenices,Com,
HR4753,18    Com,187.3621,24.1089,5.48,0.43,,187.36267668051,24.108922835290002,16.5304,,,,,Coma Berenices,Com,
HR4754,,187.4746,-56.5247,5.8,1.56,,187.47582964827998,-55.47506236894,5.8581,,,,,,,
HR4755,,187.4913,-41.7361,6.02,1.52,,187.49120986787997,-40.26410266037,3.4435,,,,,,,
HR4756,20    Com,187.43,20.8961,5.69,0.07,,187.43016689005998,20.89610812258,12.0613,,,,,Coma Berenices,Com,
HR4757,7Del Crv,187.4662,-16.5156,2.95,-0.05,0.024,187.46606318416667,-15.484568738333333,37.55,Algorab,Arabic,The traditional name Algorab is derived from Arabic: الغراب al-ġurāb ('the crow').,,Corvus,Crv,
HR4758,,187.52,-13.3931,6.35,0.56,0.049,187.51989295833332,-12.606816527777779,40.57,,,,,,,
HR4759,,187.5729,-23.6967,5.63,1.67,,187.57268878967002,-22.30358180955,3.19,,,,,,,
HR476,,25.1658,43.2978,5.61,0.21,,25.165239407159998,43.29767009205,11.7559,,,,,,,
HR4760,74    UMa,187.4888,58.4058,5.35,0.2,0.039,187.48884300663,58.40574113977,11.7987,,,,,Ursa Major,UMa,
HR4761,7    CVn,187.5121,51.5356,6.21,0.51,0.035,187.51178538085,51.53563210929,22.8273,,,,,Canes Venatici,CVn,
HR4762,75    UMa,187.5179,58.7675,6.08,0.98,,187.51774639863,58.767774898969996,8.2875,,,,,Ursa Major,UMa,
HR4763,Gam Cru,187.7912,-57.1133,1.63,1.59,,187.791498375,-56.88678655555555,36.83,Gacrux,,,,Crux,Cru,
HR4764,Gam Cru,187.8196,-57.0811,6.42,0.16,,187.81963791778003,-56.91866685655,5.6431,,,,,Crux,Cru,
HR4765,4    Dra,187.5279,69.2011,4.95,1.62,0.016,187.52775831911,69.2011039547,5.7233,,,,,Draco,Dra,
HR4766,21    Com,187.7525,24.5672,5.46,0.05,,187.75233541761,24.56716590148,12.0785,,,,,Coma Berenices,Com,
HR4767,,187.7088,53.0767,6.21,0.54,,187.70889917156,53.076606928020006,44.8247,,,,,,,
HR4768,,187.9179,-59.4239,5.48,0.63,0.01,187.91804315106003,-58.57607647491,1.7843,,,,,,,
HR4769,,188.0417,-73.0017,5.88,1.11,,188.0415655308,-72.99894317627,8.8145,,,,,,,
HR477,53Tau And,25.145,40.5769,4.94,-0.09,,25.14506854625,40.57704839722223,4.58,,,,,Andromeda,And,
HR4770,,187.8392,7.6042,6.05,1.52,,187.83922836521,7.60430860117,4.5238,,,,,,,
HR4771,,187.9825,-63.5061,5.95,0.27,,187.98380015136001,-62.49416068469,12.618,,,,,,,
HR4772,,187.9113,-5.0525,6.19,1.04,,187.91133865990003,-4.94740682617,7.7463,,,,,,,
HR4773,Gam Mus,188.1167,-72.1331,3.87,-0.15,,188.11672052535542,-71.86701021057112,8.6015,,,,,Musca,Mus,
HR4774,,188.0188,-32.5336,6.46,0.2,,188.01828781518,-31.46623815329,6.2656,,,,,,,
HR4775,8Eta Crv,188.0175,-16.1961,4.31,0.38,0.052,188.01761000770082,-15.803994829061388,54.8135,,,,,Corvus,Crv,
HR4776,,188.15,-13.8592,5.74,0.4,,188.14999459224,-12.14089328344,26.248,,,,,,,
HR4777,20    Vir,188.2621,10.2956,6.26,0.95,,188.26199478137,10.29567038404,7.0564,,,,,Virgo,Vir,
HR4778,,188.3433,-19.7919,6.26,0.29,,188.34269406704001,-18.20751506308,7.9019,,,,,,,
HR4779,,188.3929,-12.8303,5.58,0.86,,188.39274486618,-11.16979556882,20.3984,,,,,,,
HR478,43    Cas,25.5854,68.0431,5.59,-0.07,,25.585528930029998,68.04302513591,7.696,,,,,Cassiopeia,Cas,
HR4780,22    Com,188.3925,24.2831,6.29,0.11,,188.39258048046,24.28298332652,11.7165,,,,,Coma Berenices,Com,
HR4781,21    Vir,188.445,-9.4519,5.48,-0.03,0.019,188.4447855984746,-8.547922629360556,11.6865,,,,,Virgo,Vir,
HR4782,,188.4967,-49.9094,6.38,0.46,,188.49627810996003,-48.09018675726,14.9076,,,,,,,
HR4783,,188.4121,33.2475,5.42,1.0,0.033,188.41216454312,33.2475818244,11.0859,,,,,,,
HR4784,,188.4475,33.3847,6.24,1.05,0.056,188.44756005922,33.3846678153,8.4404,,,,,,,
HR4785,8Bet CVn,188.4354,41.3575,4.26,0.59,0.117,188.43560104856127,41.35747815357195,118.0266,Chara,,,,Canes Venatici,CVn,
HR4786,9Bet Crv,188.5967,-23.3967,2.65,0.89,0.034,188.59681217680625,-22.60323978379778,22.0049,Kraz,Atlas Coeli,,,Corvus,Crv,
HR4787,5Kap Dra,188.3708,69.7883,3.87,-0.13,0.013,188.37059715356,69.78823885895,7.0093,,,,,Draco,Dra,
HR4788,,188.6763,-44.6733,5.77,0.7,0.021,188.67663983669001,-43.32698125752,35.1369,,,,,,,
HR4789,23    Com,188.7129,22.6292,4.81,0.0,0.004,188.712803409255,22.62920599761361,9.1148,,,,,Coma Berenices,Com,
HR479,,24.7008,-53.4389,6.84,0.44,,24.70229563569,-52.56109881147,8.8206,,,,,,,
HR4790,,188.8708,-61.8419,6.22,0.73,,188.87267988601002,-60.15847278597,21.0597,,,,,,,
HR4791,24    Com,188.7762,18.3772,6.56,0.25,0.002,188.77643819174,18.37709229381,8.9477,,,,,Coma Berenices,Com,
HR4792,24    Com,188.7825,18.3769,5.02,1.15,0.002,188.78233560699002,18.37705854544,8.9188,,,,,Coma Berenices,Com,
HR4793,,188.7838,21.8814,5.85,1.22,,188.78402896613002,21.881385521480002,5.3057,,,,,,,
HR4794,,188.9396,-41.0219,5.13,0.22,0.024,188.93971585836,-40.97805326558,28.446,,,,,,,
HR4795,6    Dra,188.6833,70.0219,4.94,1.31,,188.68341369812998,70.02177924793,6.6159,,,,,Draco,Dra,
HR4796,,189.005,-39.87,5.8,0.01,,189.00429894233,-38.13049431517,14.13,,,,,,,
HR4797,,188.9942,-20.5272,6.2,0.33,,188.99498343776,-19.47252333087,13.2558,,,,,,,
HR4798,Alp Mus,189.2958,-69.1356,2.69,-0.2,,189.29590786916668,-68.86443521138888,10.34,,,,,Musca,Mus,
HR4799,25    Vir,189.1975,-5.8319,5.87,0.07,,189.19730917958998,-4.16809945483,14.0684,,,,,Virgo,Vir,
HR48,7    Cet,3.66,-18.9328,4.44,1.66,0.029,3.6600689679166667,-17.067134864444444,7.29,,,,,Cetus,Cet,
HR480,42    Cas,25.7329,70.6225,5.18,-0.04,0.004,25.7327636534,70.62252558405,11.1166,,,,,Cassiopeia,Cas,
HR4800,,189.0971,59.4869,5.5,,,189.09777201446,59.486939026820004,0.9894,,,,,,,
HR4801,25    Com,189.2429,17.0894,5.68,1.41,,189.24304910843,17.089534691049998,5.7764,,,,,Coma Berenices,Com,
HR4802,Tau Cen,189.4258,-48.5411,3.86,0.05,0.024,189.4256837492,-47.458694640720005,24.2953,,,,,Centaurus,Cen,
HR4803,,189.4258,-27.1389,5.45,0.32,0.037,189.42616406775002,-26.86111447208,29.2822,,,,,,,
HR4804,,189.8104,-75.3694,6.49,0.08,,189.81073154166668,-74.629406,5.73,,,,,,,
HR4805,,189.5183,3.2825,6.33,0.01,,189.51839770643,3.28244422753,4.6178,,,,,,,
HR4806,,189.7188,-67.1931,6.25,0.06,,189.71816319986,-66.80695024226,0.3836,,,,,,,
HR4807,,189.5933,1.8547,5.71,1.6,0.029,189.59335710551,1.8546610188500001,5.6444,,,,,,,
HR4808,,189.625,6.9883,7.08,1.44,0.014,189.6247241832,6.98861891121,2.1959,,,,,,,
HR4809,,189.6858,-18.2503,6.0,0.29,,189.6858878202,-17.74989655467,15.0236,,,,,,,
HR481,,25.5125,61.0383,6.71,-0.03,,25.512128419779998,61.03823803581,2.8094,,,,,,,
HR4810,,189.7646,-30.4222,5.89,1.21,,189.76437860187,-29.57762691624,5.692,,,,,,,
HR4811,9    CVn,189.6929,40.8744,6.37,0.18,,189.69282048997,40.87466317125,14.5217,,,,,Canes Venatici,CVn,
HR4812,,189.7587,22.6594,6.38,1.1,,189.75908118814002,22.659498073669997,7.9091,,,,,,,
HR4813,26Chi Vir,189.8117,-7.9956,4.66,1.23,0.02,189.8115290086,-6.00443504282,10.3526,,,,,Virgo,Vir,
HR4814,,189.9817,-66.5117,6.26,-0.05,,189.98271627738998,-65.4888636292,8.806,,,,,,,
HR4815,26    Com,189.7804,21.0625,5.46,0.96,,189.78042744491,21.06258338316,11.9544,,,,,Coma Berenices,Com,
HR4816,,189.8204,35.9519,6.45,0.06,,189.82025291423,35.951958453630006,7.2665,,,,,,,
HR4817,,189.9688,-39.9875,4.64,-0.08,,189.96886831,-38.01269705777778,8.94,,,,,,,
HR4818,,190.3458,-46.1456,5.84,1.52,,190.34576982194,-45.85441666048,4.5432,,,,,,,
HR4819,Gam Cen,190.3792,-48.9597,2.17,-0.01,0.016,190.37933366666667,-47.04012847222222,25.06,,,,,Centaurus,Cen,
HR482,,25.5742,58.6278,6.37,-0.02,,25.57375596219,58.62773668962,2.2799,,,,,,,
HR4820,,190.5213,-69.4075,6.33,0.78,,190.52094198988,-68.59244508343,1.0656,,,,,,,
HR4821,,190.3167,-13.0136,6.08,,0.014,190.31646901884002,-12.98610103736,12.2688,,,,,,,
HR4822,,190.3175,-13.015,5.98,0.42,0.014,190.31761548908003,-12.98513069464,13.8949,,,,,,,
HR4823,,190.4858,-59.6858,4.93,-0.04,,190.48570492647,-58.314179320970005,3.8643,,,,,,,
HR4824,27    Vir,190.3933,10.4264,6.19,0.19,,190.39329974326,10.4262690289,13.9563,,,,,Virgo,Vir,
HR4825,29Gam Vir,190.415,-1.4494,3.65,0.36,0.099,190.41511762006292,-0.5505960475425,83.1935,Porrima,,,,Virgo,Vir,
HR4826,29Gam Vir,190.415,-1.4494,3.68,,0.099,190.41476076865416,-0.5505978730669444,78.5233,,,,,Virgo,Vir,
HR4827,,190.455,-19.7586,6.03,0.39,,190.45580327982,-18.24090529126,15.7764,,,,,,,
HR4828,30Rho Vir,190.4713,10.2356,4.88,0.09,,190.47107061462,10.2356257137,25.6921,,,,,Virgo,Vir,
HR4829,31    Vir,190.4879,6.8067,5.59,0.0,0.012,190.48798870636,6.80661598016,12.2199,,,,,Virgo,Vir,
HR483,,25.4467,42.6136,4.95,0.62,0.081,25.44636189212458,42.613394879949446,68.0244,,,,,,,
HR4830,,190.7096,-63.0586,5.31,0.27,,190.70944315516,-62.941374171830006,2.2826,,,,,,,
HR4831,,190.6475,-48.8131,4.66,1.09,0.025,190.6477137831429,-47.18688968376028,16.8384,,,,,,,
HR4832,,190.7067,-55.9472,6.08,-0.03,,190.70734835848998,-54.05297245553,9.2719,,,,,,,
HR4833,76    UMa,190.3913,62.7131,6.07,0.01,,190.3912931082,62.713039589320005,5.5537,,,,,Ursa Major,UMa,
HR4834,,190.7879,-56.1761,6.0,-0.08,,190.78824425269,-55.82377270811,8.0946,,,,,,,
HR4835,,190.8675,-58.9031,6.4,1.09,,190.86800649647,-57.09725722102,6.4573,,,,,,,
HR4836,,190.8596,-40.1778,6.44,0.25,,190.85943205270001,-39.8221513753,14.1137,,,,,,,
HR4837,,190.9088,-1.5769,5.93,0.86,,190.90853976682,-0.42300426021000004,14.8622,,,,,,,
HR4838,,190.9946,-36.3492,6.39,-0.06,,190.99445341229,-35.650848853579994,3.8063,,,,,,,
HR4839,,191.0021,-28.3239,5.48,1.34,,191.00221374837,-27.67604250034,7.692,,,,,,,
HR484,,25.3267,25.7458,6.17,0.44,0.023,25.32656543398,25.74571268425,17.7158,,,,,,,
HR4840,,190.7675,61.1556,6.38,1.26,,190.76720077334002,61.15542135439,6.1282,,,,,,,
HR4841,,191.2571,-68.8311,6.16,0.69,,191.25856195980998,-67.1692464126,1.0182,,,,,,,
HR4842,Iot Cru,191.4079,-60.9811,4.69,1.05,0.036,191.40854861858,-59.018678811929995,26.1753,,,,,Crux,Cru,
HR4843,,191.1129,44.1031,6.33,0.43,,191.11291325827,44.10300598315,10.088,,,,,,,
HR4844,Bet Mus,191.5704,-68.1081,3.05,-0.18,0.015,191.57001708333334,-67.89188433333334,9.55,,,,,Musca,Mus,
HR4845,10    CVn,191.2479,39.2789,5.95,0.55,0.063,191.24752068427665,39.27891614786028,56.9588,,,,,Canes Venatici,CVn,
HR4846,,191.2825,45.4403,4.99,2.54,0.002,191.28260867319,45.44025730788999,3.2222,La Superba,,,,,,
HR4847,32    Vir,191.4046,7.6733,5.22,0.33,0.014,191.404410261895,7.673324956437223,12.4487,,,,,Virgo,Vir,
HR4848,,191.5946,-56.4889,4.65,-0.16,,191.59464415000002,-55.51118427638889,8.48,,,,,,,
HR4849,33    Vir,191.5938,9.54,5.67,0.99,0.021,191.5939386965817,9.53968603219639,22.8761,,,,,Virgo,Vir,
HR485,,25.4133,30.0472,5.99,1.01,,25.41348608107,30.047120076370003,5.7393,,,,,,,
HR4850,,191.6917,-33.3156,5.86,1.34,,191.69261626252,-32.684517138480004,8.4081,,,,,,,
HR4851,27    Com,191.6613,16.5775,5.12,1.35,,191.66150767897,16.5776878118,10.6919,,,,,Coma Berenices,Com,
HR4852,,191.1083,80.6211,6.4,0.12,,191.10839621446,80.62102025182,7.0401,,,,,,,
HR4853,Bet Cru,191.93,-59.6886,1.25,-0.23,,191.93028654166667,-58.311228,11.71,Mimosa,,,,Crux,Cru,
HR4854,,191.7596,5.9508,6.34,-0.05,,191.75962261045999,5.95038831816,5.1967,,,,,,,
HR4855,34    Vir,191.8067,11.9581,6.07,0.12,,191.80682846155997,11.9580871752,13.6917,,,,,Virgo,Vir,
HR4856,,191.8892,-6.3019,6.26,0.55,,191.88926532294,-5.6982480222900005,14.4344,,,,,,,
HR4857,,191.9738,-24.8517,6.44,-0.06,,191.97351940243,-23.1483429247,4.8395,,,,,,,
HR4858,35    Vir,191.9642,3.5728,6.41,1.6,,191.96422011724,3.5727140400799997,4.9026,,,,,Virgo,Vir,
HR4859,,191.8288,62.7808,5.89,,,191.82896036415,62.78115316745,15.4538,,,,,,,
HR486,,24.9475,-56.1981,5.87,0.9,0.152,24.94921956595,-55.806682135450004,122.1088,,,,,,,
HR4860,,192.11,-27.5975,5.66,0.95,,192.10940639486,-26.402616344010003,10.3805,,,,,,,
HR4861,28    Com,192.0596,13.5531,6.56,0.01,,192.05971647286,13.55303692572,8.4131,,,,,Coma Berenices,Com,
HR4862,,192.4371,-71.9864,5.55,1.17,,192.43733405684,-70.01375853118999,5.4885,,,,,,,
HR4863,7    Dra,191.8933,66.7903,5.43,1.56,0.023,191.89309745842002,66.79030426272,4.2243,Tianyi,,,,Draco,Dra,
HR4864,,192.1958,24.8403,6.31,0.7,0.043,192.1960339361525,24.84022740060611,58.4858,,,,,,,
HR4865,29    Com,192.2258,14.1225,5.7,0.02,,192.22588812777002,14.1225865343,8.4359,,,,,Coma Berenices,Com,
